attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
34455,4,was,2017-09-23,218,201702318,3,nyn,7:10 PM,Chris Segal,Mike Muchlinski,Mike Winters,Marty Foster,Citi Field,"83 degrees, clear","7 mph, In from LF",0
36756,7,ana,2017-09-24,229,201702319,5,hou,7:09 PM,Brian Gorman,Dan Iassogna,Tripp Gibson III,Will Little,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25545,5,bos,2017-09-24,191,201702320,4,cin,1:11 PM,Ben May,Pat Hoberg,Joe West,Mark Wegner,Great American Ball Park,"87 degrees, sunny","2 mph, Varies",0
42212,5,chn,2017-09-24,173,201702321,0,mil,1:11 PM,Paul Nauert,Carlos Torres,Chris Guccione,Dana DeMuth,Miller Park,"88 degrees, sunny","11 mph, R to L",0
23695,4,cle,2017-09-24,170,201702322,2,sea,1:10 PM,Sam Holbrook,Quinn Wolcott,Greg Gibson,Jim Wolf,Safeco Field,"61 degrees, sunny","1 mph, In from LF",0
28339,8,col,2017-09-24,182,201702323,4,sdn,1:42 PM,Ron Kulpa,Chris Conroy,Ryan Blakney,Jerry Meals,Petco Park,"78 degrees, sunny","13 mph, Out to RF",0
18791,1,kca,2017-09-24,162,201702324,8,cha,1:11 PM,Scott Barry,Brian O'Nora,Paul Emmel,Chad Whitson,Guaranteed Rate Field,"89 degrees, sunny","8 mph, L to R",0
31539,2,mia,2017-09-24,190,201702325,3,ari,1:10 PM,James Hoye,Tim Timmons,Tom Woodring,Jeff Kellogg,Chase Field,"73 degrees, roof closed","0 mph, None",0
23882,10,min,2017-09-24,196,201702326,4,det,12:10 PM,Rob Drake,Roberto Ortiz,Tony Randazzo,Gerry Davis,Comerica Park,"82 degrees, sunny","3 mph, L to R",0
47394,5,nya,2017-09-24,197,201702327,9,tor,1:08 PM,Nic Lentz,Fieldin Culbreth,CB Bucknor,Mark Carlson,Rogers Centre,"80 degrees, sunny","6 mph, Out to LF",0
33183,2,phi,2017-09-24,158,201702328,0,atl,1:37 PM,David Rackley,Alfonso Marquez,Larry Vanover,Stu Scheurwater,SunTrust Park,"81 degrees, sunny","8 mph, L to R",0
46774,1,sfn,2017-09-24,154,201702329,3,lan,1:10 PM,Sean Barber,Bruce Dreckman,Mike Everitt,Jordan Baker,Dodger Stadium,"85 degrees, sunny","4 mph, L to R",0
28550,1,sln,2017-09-24,176,201702330,4,pit,1:36 PM,Todd Tichenor,Kerwin Danley,Bill Miller,Adam Hamari,PNC Park,"84 degrees, sunny","5 mph, In from CF",0
23424,4,tba,2017-09-24,190,201702331,9,bal,1:39 PM,Chad Fairchild,Eric Cooper,Gabe Morales,Gary Cederstrom,Oriole Park at Camden Yards,"90 degrees, sunny","4 mph, In from CF",0
18601,1,tex,2017-09-24,165,201702332,8,oak,1:07 PM,Mark Ripperger,Vic Carapazza,Phil Cuzzi,Tom Hallion,Oakland Coliseum,"72 degrees, sunny","9 mph, Out to RF",0
29057,3,was,2017-09-24,181,201702333,2,nyn,1:10 PM,Mike Muchlinski,Mike Winters,Marty Foster,Chris Segal,Citi Field,"87 degrees, sunny","6 mph, In from CF",0
13443,2,ana,2017-09-25,179,201702334,4,cha,7:11 PM,Mike Winters,Marty Foster,John Tumpane,Mike Muchlinski,Guaranteed Rate Field,"86 degrees, partly cloudy","8 mph, In from CF",0
1,9,atl,2017-09-25,183,201702335,2,nyn,4:10 PM,Shane Livensparger,Joe West,Ben May,Andy Fletcher,Citi Field,"86 degrees, clear","9 mph, In from RF",0
21698,2,atl,2017-09-25,169,201702336,3,nyn,7:46 PM,Joe West,Ben May,Shane Livensparger,Hunter Wendelstedt,Citi Field,"76 degrees, partly cloudy","10 mph, Out to LF",0
42516,10,chn,2017-09-25,191,201702337,2,sln,7:15 PM,Pat Hoberg,Lance Barrett,Mark Wegner,Jim Reynolds,Busch Stadium,"85 degrees, clear","11 mph, R to L",0
30390,11,hou,2017-09-25,213,201702338,2,tex,7:09 PM,Carlos Torres,Chris Guccione,Dana DeMuth,Paul Nauert,Globe Life Park in Arlington,"88 degrees, partly cloudy","12 mph, In from RF",0
40023,3,kca,2017-09-25,171,201702339,11,nya,1:10 PM,Dan Bellino,Mike Estabrook,Jerry Layne,Marvin Hudson,Yankee Stadium,"83 degrees, sunny","5 mph, In from LF",0
24685,5,mia,2017-09-25,210,201702340,4,col,7:06 PM,Dan Iassogna,Alan Porter,Tripp Gibson III,Brian Gorman,Coors Field,"51 degrees, cloudy","6 mph, R to L",26
49419,3,sdn,2017-09-25,186,201702341,9,lan,7:10 PM,Tim Timmons,Will Little,Stu Scheurwater,James Hoye,Dodger Stadium,"76 degrees, partly cloudy","5 mph, L to R",0
9329,7,sea,2017-09-25,142,201702342,1,oak,7:07 PM,Ted Barrett,Tom Woodring,Angel Hernandez,Lance Barksdale,Oakland Coliseum,"73 degrees, partly cloudy","6 mph, Out to RF",0
22813,9,sfn,2017-09-25,189,201702343,2,ari,6:40 PM,Jeff Nelson,Cory Blaser,Nick Mahrley,Doug Eddings,Chase Field,"84 degrees, clear","7 mph, L to R",0
33940,6,tor,2017-09-25,177,201702344,4,bos,7:11 PM,David Rackley,Larry Vanover,Alfonso Marquez,Chad Fairchild,Fenway Park,"71 degrees, clear","9 mph, In from RF",0
17026,3,was,2017-09-25,184,201702345,1,phi,7:07 PM,Roberto Ortiz,Tony Randazzo,Gerry Davis,Rob Drake,Citizens Bank Park,"83 degrees, clear","9 mph, Out to LF",0
13786,9,ana,2017-09-26,177,201702346,3,cha,7:10 PM,Marty Foster,John Tumpane,Mike Muchlinski,Mike Winters,Guaranteed Rate Field,"88 degrees, partly cloudy","9 mph, Out to LF",0
21938,3,atl,2017-09-26,177,201702347,4,nyn,7:12 PM,Ben May,Andy Fletcher,Hunter Wendelstedt,Joe West,Citi Field,"76 degrees, partly cloudy","7 mph, In from RF",0
19318,1,bal,2017-09-26,158,201702348,10,pit,7:07 PM,Chris Segal,Phil Cuzzi,Tom Hallion,Mark Ripperger,PNC Park,"85 degrees, clear","2 mph, Out to CF",0
41944,7,chn,2017-09-26,226,201702349,8,sln,7:16 PM,Lance Barrett,Mark Wegner,Jim Reynolds,Pat Hoberg,Busch Stadium,"85 degrees, partly cloudy","5 mph, In from RF",0
30079,6,cin,2017-09-26,199,201702350,7,mil,6:40 PM,Bruce Dreckman,Mike Everitt,Vic Carapazza,Bill Welke,Miller Park,"72 degrees, cloudy","7 mph, Out to LF",0
20613,1,det,2017-09-26,151,201702351,2,kca,7:14 PM,D.J. Reyburn,Greg Gibson,Jim Wolf,Laz Diaz,Kauffman Stadium,"66 degrees, cloudy","8 mph, L to R",0
28976,14,hou,2017-09-26,203,201702352,3,tex,7:07 PM,Chris Guccione,Dana DeMuth,Paul Nauert,Carlos Torres,Globe Life Park in Arlington,"87 degrees, cloudy","9 mph, L to R",0
30409,0,mia,2017-09-26,159,201702353,6,col,6:42 PM,Alan Porter,Tripp Gibson III,Brian Gorman,Dan Iassogna,Coors Field,"58 degrees, cloudy","8 mph, In from RF",0
21268,8,min,2017-09-26,215,201702354,6,cle,7:11 PM,Kerwin Danley,Bill Miller,Adam Hamari,Todd Tichenor,Progressive Field,"82 degrees, clear","7 mph, In from CF",0
47432,2,sdn,2017-09-26,203,201702355,9,lan,7:10 PM,Will Little,Stu Scheurwater,James Hoye,Tim Timmons,Dodger Stadium,"73 degrees, clear","4 mph, L to R",0
13513,6,sea,2017-09-26,165,201702356,3,oak,7:08 PM,Tom Woodring,Angel Hernandez,Lance Barksdale,Ted Barrett,Oakland Coliseum,"79 degrees, clear","7 mph, Out to RF",0
27487,4,sfn,2017-09-26,203,201702357,11,ari,6:40 PM,Cory Blaser,Nick Mahrley,Doug Eddings,Jeff Nelson,Chase Field,"84 degrees, partly cloudy","8 mph, Varies",0
30434,1,tba,2017-09-26,191,201702358,6,nya,7:08 PM,Mike Estabrook,Jerry Layne,Marvin Hudson,Dan Bellino,Yankee Stadium,"77 degrees, partly cloudy","6 mph, R to L",0
33999,9,tor,2017-09-26,184,201702359,4,bos,7:11 PM,Larry Vanover,Alfonso Marquez,Chad Fairchild,David Rackley,Fenway Park,"75 degrees, partly cloudy","5 mph, In from RF",0
16437,1,was,2017-09-26,179,201702360,4,phi,7:07 PM,Tony Randazzo,Gerry Davis,Rob Drake,Roberto Ortiz,Citizens Bank Park,"81 degrees, partly cloudy","8 mph, R to L",0
17012,4,ana,2017-09-27,238,201702361,6,cha,7:12 PM,John Tumpane,Mike Muchlinski,Mike Winters,Marty Foster,Guaranteed Rate Field,"70 degrees, cloudy","11 mph, Out to RF",0
28617,1,atl,2017-09-27,182,201702362,7,nyn,7:11 PM,Andy Fletcher,Hunter Wendelstedt,Shane Livensparger,Ben May,Citi Field,"80 degrees, partly cloudy","11 mph, In from RF",0
24779,3,bal,2017-09-27,154,201702363,5,pit,7:07 PM,Phil Cuzzi,Tom Hallion,Mark Ripperger,Chris Segal,PNC Park,"84 degrees, cloudy","6 mph, In from LF",0
42070,5,chn,2017-09-27,161,201702364,1,sln,6:09 PM,Mark Wegner,Jim Reynolds,Pat Hoberg,Lance Barrett,Busch Stadium,"71 degrees, overcast","12 mph, In from LF",0
34882,6,cin,2017-09-27,189,201702365,0,mil,7:11 PM,Mike Everitt,Vic Carapazza,Bill Welke,Bruce Dreckman,Miller Park,"72 degrees, roof closed","0 mph, None",0
21319,4,det,2017-09-27,192,201702366,7,kca,7:15 PM,Greg Gibson,Jim Wolf,Laz Diaz,D.J. Reyburn,Kauffman Stadium,"66 degrees, partly cloudy","6 mph, L to R",0
26053,12,hou,2017-09-27,197,201702367,2,tex,1:10 PM,Dana DeMuth,Paul Nauert,Carlos Torres,Chris Guccione,Globe Life Park in Arlington,"86 degrees, partly cloudy","8 mph, L to R",0
27497,9,mia,2017-09-27,207,201702368,15,col,1:11 PM,Tripp Gibson III,Brian Gorman,Dan Iassogna,Alan Porter,Coors Field,"53 degrees, overcast","8 mph, In from RF",0
19682,2,min,2017-09-27,189,201702369,4,cle,7:10 PM,Bill Miller,Adam Hamari,Todd Tichenor,Kerwin Danley,Progressive Field,"73 degrees, partly cloudy","10 mph, In from LF",0
47273,0,sdn,2017-09-27,162,201702370,10,lan,7:10 PM,Stu Scheurwater,James Hoye,Tim Timmons,Will Little,Dodger Stadium,"72 degrees, clear","2 mph, L to R",0
13132,5,sea,2017-09-27,170,201702371,6,oak,12:37 PM,Angel Hernandez,Lance Barksdale,Ted Barrett,Tom Woodring,Oakland Coliseum,"82 degrees, sunny","5 mph, Out to LF",0
20048,3,sfn,2017-09-27,200,201702372,4,ari,12:40 PM,Nick Mahrley,Doug Eddings,Jeff Nelson,Cory Blaser,Chase Field,"72 degrees, roof closed","0 mph, None",0
30549,1,tba,2017-09-27,199,201702373,6,nya,7:09 PM,Jerry Layne,Marvin Hudson,Dan Bellino,Mike Estabrook,Yankee Stadium,"80 degrees, clear","9 mph, In from CF",0
34445,7,tor,2017-09-27,177,201702374,10,bos,7:11 PM,Alfonso Marquez,Chad Fairchild,David Rackley,Larry Vanover,Fenway Park,"82 degrees, clear","13 mph, Out to LF",0
17642,5,was,2017-09-27,233,201702375,7,phi,7:07 PM,Gerry Davis,Rob Drake,Roberto Ortiz,Tony Randazzo,Citizens Bank Park,"85 degrees, clear","9 mph, L to R",0
19596,4,ana,2017-09-28,184,201702376,5,cha,7:12 PM,Mike Muchlinski,Mike Winters,Marty Foster,John Tumpane,Guaranteed Rate Field,"67 degrees, clear","4 mph, In from RF",0
17305,1,atl,2017-09-28,186,201702377,7,mia,7:12 PM,Tom Hallion,Mark Ripperger,Chris Segal,Phil Cuzzi,Marlins Park,"78 degrees, roof closed","0 mph, None",0
43094,2,chn,2017-09-28,212,201702378,1,sln,6:15 PM,Jim Reynolds,Pat Hoberg,Lance Barrett,Mark Wegner,Busch Stadium,"74 degrees, clear","9 mph, In from LF",0
30293,3,cin,2017-09-28,176,201702379,4,mil,3:10 PM,Vic Carapazza,Bill Welke,Bruce Dreckman,Mike Everitt,Miller Park,"71 degrees, sunny","9 mph, Out to LF",0
21650,4,det,2017-09-28,164,201702380,1,kca,7:15 PM,Jim Wolf,Laz Diaz,D.J. Reyburn,Greg Gibson,Kauffman Stadium,"70 degrees, clear","1 mph, Varies",0
34222,12,hou,2017-09-28,211,201702381,2,bos,7:11 PM,Andy Fletcher,Hunter Wendelstedt,Alan Porter,Joe West,Fenway Park,"69 degrees, clear","13 mph, In from LF",0
21810,2,min,2017-09-28,158,201702382,5,cle,12:10 PM,Adam Hamari,Todd Tichenor,Kerwin Danley,Bill Miller,Progressive Field,"64 degrees, partly cloudy","11 mph, In from LF",0
41664,4,oak,2017-09-28,170,201702383,1,tex,7:07 PM,Rob Drake,Tony Randazzo,Mike Estabrook,Gerry Davis,Globe Life Park in Arlington,"75 degrees, cloudy","11 mph, L to R",0
26380,4,pit,2017-09-28,203,201702384,5,was,7:06 PM,Paul Nauert,Carlos Torres,Chris Guccione,Dana DeMuth,Nationals Park,"74 degrees, clear","9 mph, Out to RF",0
32933,9,tba,2017-09-28,209,201702385,6,nya,7:09 PM,Marvin Hudson,Dan Bellino,Sean Barber,Jerry Layne,Yankee Stadium,"69 degrees, clear","10 mph, Out to RF",0
23488,1,ari,2017-09-29,179,201702386,2,kca,7:15 PM,Chad Fairchild,David Rackley,Larry Vanover,Alfonso Marquez,Kauffman Stadium,"73 degrees, partly cloudy","2 mph, L to R",0
19527,5,atl,2017-09-29,188,201702387,6,mia,7:10 PM,Mark Ripperger,Chris Segal,Phil Cuzzi,Tom Hallion,Marlins Park,"76 degrees, roof closed","0 mph, None",0
21142,0,bal,2017-09-29,186,201702388,7,tba,7:10 PM,Bill Welke,Bruce Dreckman,Mike Everitt,Vic Carapazza,Tropicana Field,"72 degrees, dome","0 mph, None",0
26983,1,cha,2017-09-29,177,201702389,10,cle,7:11 PM,Pat Hoberg,Lance Barrett,Mark Wegner,Jim Reynolds,Progressive Field,"63 degrees, cloudy","17 mph, In from LF",0
36258,4,cin,2017-09-29,176,201702390,5,chn,1:22 PM,Mike Winters,Marty Foster,John Tumpane,Mike Muchlinski,Wrigley Field,"65 degrees, sunny","15 mph, Varies",0
34580,3,det,2017-09-29,209,201702391,6,min,7:10 PM,James Hoye,Tim Timmons,Will Little,Stu Scheurwater,Target Field,"59 degrees, partly cloudy","5 mph, In from LF",0
36623,3,hou,2017-09-29,167,201702392,2,bos,7:09 PM,Hunter Wendelstedt,Alan Porter,Joe West,Andy Fletcher,Fenway Park,"59 degrees, partly cloudy","12 mph, R to L",0
48395,1,lan,2017-09-29,199,201702393,9,col,6:11 PM,Doug Eddings,Jeff Nelson,Cory Blaser,Lance Barksdale,Coors Field,"59 degrees, cloudy","8 mph, In from CF",0
44815,5,mil,2017-09-29,164,201702394,3,sln,7:16 PM,Jim Wolf,D.J. Reyburn,Greg Gibson,Sam Holbrook,Busch Stadium,"75 degrees, clear","7 mph, L to R",0
19375,2,nyn,2017-09-29,158,201702395,6,phi,7:07 PM,Dan Bellino,Sean Barber,Jerry Layne,Marvin Hudson,Citizens Bank Park,"67 degrees, clear","9 mph, Out to RF",0
28459,3,oak,2017-09-29,174,201702396,5,tex,7:07 PM,Tony Randazzo,Mike Estabrook,Gerry Davis,Rob Drake,Globe Life Park in Arlington,"70 degrees, cloudy","7 mph, L to R",0
36339,1,pit,2017-09-29,186,201702397,6,was,7:06 PM,Carlos Torres,Chris Guccione,Dana DeMuth,Paul Nauert,Nationals Park,"72 degrees, clear","5 mph, Out to CF",0
39863,0,sdn,2017-09-29,189,201702398,8,sfn,7:21 PM,Ted Barrett,Ben May,Tom Woodring,Angel Hernandez,AT&T Park,"60 degrees, cloudy","15 mph, Out to CF",6
35106,5,sea,2017-09-29,181,201702399,6,ana,7:08 PM,Chris Conroy,Laz Diaz,Jerry Meals,Ron Kulpa,Angel Stadium of Anaheim,"76 degrees, clear","4 mph, Out to CF",0
35735,0,tor,2017-09-29,171,201702400,4,nya,1:09 PM,Todd Tichenor,Kerwin Danley,Bill Miller,Adam Hamari,Yankee Stadium,"66 degrees, partly cloudy","6 mph, R to L",0
32727,3,ari,2017-09-30,164,201702401,4,kca,6:18 PM,David Rackley,Larry Vanover,Alfonso Marquez,Chad Fairchild,Kauffman Stadium,"76 degrees, clear","9 mph, R to L",0
25264,2,atl,2017-09-30,179,201702402,10,mia,7:11 PM,Chris Segal,Phil Cuzzi,Tom Hallion,Mark Ripperger,Marlins Park,"79 degrees, roof closed","0 mph, None",0
15416,3,bal,2017-09-30,165,201702403,4,tba,6:11 PM,Bruce Dreckman,Mike Everitt,Vic Carapazza,Bill Welke,Tropicana Field,"72 degrees, dome","0 mph, None",0
33173,2,cha,2017-09-30,193,201702404,1,cle,7:11 PM,Lance Barrett,Mark Wegner,Jim Reynolds,Pat Hoberg,Progressive Field,"56 degrees, clear","8 mph, In from RF",0
41493,0,cin,2017-09-30,184,201702405,9,chn,3:05 PM,Marty Foster,John Tumpane,Mike Muchlinski,Mike Winters,Wrigley Field,"65 degrees, sunny","11 mph, In from RF",0
35515,3,det,2017-09-30,179,201702406,2,min,6:11 PM,Tim Timmons,Will Little,Stu Scheurwater,James Hoye,Target Field,"66 degrees, partly cloudy","13 mph, Out to LF",0
35722,3,hou,2017-09-30,199,201702407,6,bos,1:05 PM,Alan Porter,Joe West,Andy Fletcher,Hunter Wendelstedt,Fenway Park,"57 degrees, cloudy","14 mph, In from RF",0
48103,5,lan,2017-09-30,179,201702408,3,col,6:31 PM,Jeff Nelson,Cory Blaser,Ryan Blakney,Doug Eddings,Coors Field,"64 degrees, partly cloudy","8 mph, Out to CF",21
42246,6,mil,2017-09-30,193,201702409,7,sln,3:15 PM,D.J. Reyburn,Greg Gibson,Sam Holbrook,Jim Wolf,Busch Stadium,"76 degrees, sunny","10 mph, In from CF",0
25138,7,nyn,2017-09-30,250,201702410,4,phi,7:08 PM,Sean Barber,Jerry Layne,Marvin Hudson,Dan Bellino,Citizens Bank Park,"58 degrees, cloudy","16 mph, In from LF",0
32759,4,oak,2017-09-30,194,201702411,8,tex,7:10 PM,Mike Estabrook,Gerry Davis,Rob Drake,Tony Randazzo,Globe Life Park in Arlington,"82 degrees, partly cloudy","7 mph, L to R",0
32240,4,pit,2017-09-30,176,201702412,1,was,7:05 PM,Chris Guccione,Dana DeMuth,Paul Nauert,Carlos Torres,Nationals Park,"63 degrees, partly cloudy","5 mph, In from LF",0
40394,3,sdn,2017-09-30,180,201702413,2,sfn,1:05 PM,Ben May,Tom Woodring,Angel Hernandez,Ted Barrett,AT&T Park,"69 degrees, partly cloudy","9 mph, Out to CF",0
38075,6,sea,2017-09-30,212,201702414,4,ana,6:09 PM,Laz Diaz,Jerry Meals,Ron Kulpa,Chris Conroy,Angel Stadium of Anaheim,"73 degrees, clear","9 mph, R to L",0
39457,1,tor,2017-09-30,177,201702415,2,nya,1:06 PM,Kerwin Danley,Bill Miller,Adam Hamari,Todd Tichenor,Yankee Stadium,"62 degrees, partly cloudy","8 mph, L to R",0
32277,14,ari,2017-10-01,211,201702416,2,kca,2:16 PM,Larry Vanover,Alfonso Marquez,Chad Fairchild,David Rackley,Kauffman Stadium,"77 degrees, partly cloudy","11 mph, R to L",0
25222,8,atl,2017-10-01,199,201702417,5,mia,3:12 PM,Phil Cuzzi,Tom Hallion,Mark Ripperger,Chris Segal,Marlins Park,"78 degrees, roof closed","0 mph, None",0
16018,0,bal,2017-10-01,152,201702418,6,tba,3:10 PM,Mike Everitt,Vic Carapazza,Bill Welke,Bruce Dreckman,Tropicana Field,"72 degrees, dome","0 mph, None",0
30036,1,cha,2017-10-01,157,201702419,3,cle,3:11 PM,Mark Wegner,Jim Reynolds,Pat Hoberg,Lance Barrett,Progressive Field,"68 degrees, sunny","8 mph, In from RF",0
40971,3,cin,2017-10-01,150,201702420,1,chn,2:21 PM,John Tumpane,Mike Muchlinski,Mike Winters,Marty Foster,Wrigley Field,"67 degrees, partly cloudy","9 mph, R to L",0
28148,1,det,2017-10-01,156,201702421,5,min,2:51 PM,Will Little,Stu Scheurwater,James Hoye,Tim Timmons,Target Field,"62 degrees, cloudy","14 mph, R to L",41
34517,4,hou,2017-10-01,189,201702422,3,bos,3:07 PM,Joe West,Andy Fletcher,Hunter Wendelstedt,Alan Porter,Fenway Park,"62 degrees, sunny","9 mph, R to L",0
32946,6,lan,2017-10-01,219,201702423,3,col,1:10 PM,Cory Blaser,Ryan Blakney,Doug Eddings,Jeff Nelson,Coors Field,"72 degrees, partly cloudy","7 mph, Out to CF",0
44787,6,mil,2017-10-01,144,201702424,1,sln,2:16 PM,Greg Gibson,Sam Holbrook,Jim Wolf,D.J. Reyburn,Busch Stadium,"77 degrees, sunny","6 mph, R to L",0
25754,0,nyn,2017-10-01,189,201702425,11,phi,3:11 PM,Jerry Layne,Marvin Hudson,Dan Bellino,Sean Barber,Citizens Bank Park,"68 degrees, sunny","4 mph, Out to CF",0
33961,5,oak,2017-10-01,157,201702426,2,tex,2:07 PM,Gerry Davis,Rob Drake,Tony Randazzo,Mike Estabrook,Globe Life Park in Arlington,"86 degrees, sunny","7 mph, R to L",0
35652,11,pit,2017-10-01,262,201702427,8,was,3:06 PM,Dana DeMuth,Paul Nauert,Carlos Torres,Chris Guccione,Nationals Park,"67 degrees, sunny","5 mph, In from RF",0
38847,4,sdn,2017-10-01,175,201702428,5,sfn,12:05 PM,Tom Woodring,Angel Hernandez,Ted Barrett,Ben May,AT&T Park,"69 degrees, sunny","9 mph, Out to CF",0
34940,2,sea,2017-10-01,158,201702429,6,ana,12:07 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Laz Diaz,Angel Stadium of Anaheim,"72 degrees, partly cloudy","4 mph, L to R",0
37428,2,tor,2017-10-01,148,201702430,1,nya,3:08 PM,Bill Miller,Adam Hamari,Todd Tichenor,Kerwin Danley,Yankee Stadium,"66 degrees, sunny","4 mph, Out to LF",0
27764,5,ana,2018-03-29,242,201800001,6,oak,1:07 PM,Lance Barksdale,Chad Fairchild,Will Little,Ted Barrett,Oakland Coliseum,"73 degrees, partly cloudy","2 mph, Out to RF",0
31042,4,bos,2018-03-29,180,201800002,6,tba,4:00 PM,Laz Diaz,Andy Fletcher,Manny Gonzalez,Jeff Nelson,Tropicana Field,"72 degrees, dome","0 mph, None",0
36517,14,cha,2018-03-29,206,201800003,7,kca,3:16 PM,Dan Iassogna,Adrian Johnson,Tripp Gibson III,Brian Gorman,Kauffman Stadium,"45 degrees, overcast","10 mph, L to R",0
32151,8,chn,2018-03-29,198,201800004,4,mia,12:43 PM,Hunter Wendelstedt,Chris Guccione,Carlos Torres,Larry Vanover,Marlins Park,"75 degrees, partly cloudy","16 mph, In from RF",0
47149,1,cle,2018-03-29,155,201800005,2,sea,7:10 PM,Alfonso Marquez,Jim Wolf,D.J. Reyburn,Sam Holbrook,Safeco Field,"55 degrees, cloudy","2 mph, In from CF",0
48703,2,col,2018-03-29,216,201800006,8,ari,7:11 PM,Eric Cooper,Cory Blaser,Stu Scheurwater,Gary Cederstrom,Chase Field,"82 degrees, clear","0 mph, None",0
47253,4,hou,2018-03-29,179,201800007,1,tex,2:40 PM,Ron Kulpa,Ed Hickox,Gabe Morales,Jerry Meals,Globe Life Park in Arlington,"63 degrees, partly cloudy","2 mph, Out to CF",0
44649,2,mil,2018-03-29,216,201800008,1,sdn,1:12 PM,Mark Carlson,Brian Knight,Pat Hoberg,Gerry Davis,Petco Park,"69 degrees, sunny","6 mph, Out to RF",0
45469,2,min,2018-03-29,211,201800009,3,bal,3:08 PM,Doug Eddings,Marty Foster,Mark Ripperger,Joe West,Oriole Park at Camden Yards,"65 degrees, partly cloudy","7 mph, R to L",0
48115,6,nya,2018-03-29,171,201800010,1,tor,4:09 PM,Paul Nauert,Scott Barry,David Rackley,Kerwin Danley,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
40208,5,phi,2018-03-29,208,201800011,8,atl,4:12 PM,Greg Gibson,Vic Carapazza,Jordan Baker,Jerry Layne,SunTrust Park,"74 degrees, cloudy","16 mph, L to R",0
53595,1,sfn,2018-03-29,175,201800012,0,lan,4:08 PM,Jim Reynolds,Mike DiMuro,John Tumpane,Mark Wegner,Dodger Stadium,"73 degrees, sunny","4 mph, Out to RF",0
44189,4,sln,2018-03-29,181,201800013,9,nyn,1:16 PM,Brian O'Nora,CB Bucknor,Chris Conroy,Fieldin Culbreth,Citi Field,"50 degrees, cloudy","9 mph, R to L",0
27665,2,ana,2018-03-30,168,201800014,1,oak,7:37 PM,Chad Fairchild,Will Little,Ted Barrett,Lance Barksdale,Oakland Coliseum,"70 degrees, partly cloudy","8 mph, Out to RF",0
19203,1,bos,2018-03-30,166,201800015,0,tba,7:10 PM,Andy Fletcher,Manny Gonzalez,Jeff Nelson,Laz Diaz,Tropicana Field,"72 degrees, dome","0 mph, None",0
12034,1,chn,2018-03-30,318,201800016,2,mia,7:10 PM,Chris Guccione,Carlos Torres,Larry Vanover,Hunter Wendelstedt,Marlins Park,"76 degrees, clear","12 mph, R to L",0
23937,8,col,2018-03-30,202,201800017,9,ari,6:40 PM,Cory Blaser,Stu Scheurwater,Gary Cederstrom,Eric Cooper,Chase Field,"86 degrees, partly cloudy","6 mph, Out to CF",0
35469,1,hou,2018-03-30,182,201800018,5,tex,7:09 PM,Ed Hickox,Gabe Morales,Jerry Meals,Ron Kulpa,Globe Life Park in Arlington,"70 degrees, clear","9 mph, In from CF",0
31513,8,mil,2018-03-30,188,201800019,6,sdn,7:11 PM,Brian Knight,Pat Hoberg,Gerry Davis,Mark Carlson,Petco Park,"63 degrees, partly cloudy","7 mph, L to R",0
33716,4,nya,2018-03-30,169,201800020,2,tor,7:08 PM,Scott Barry,David Rackley,Kerwin Danley,Paul Nauert,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
35123,5,phi,2018-03-30,256,201800021,4,atl,7:35 PM,Vic Carapazza,Jordan Baker,Jerry Layne,Greg Gibson,SunTrust Park,"60 degrees, partly cloudy","14 mph, R to L",0
42516,13,pit,2018-03-30,327,201800022,10,det,1:11 PM,Bill Welke,Tony Randazzo,Lance Barrett,Mike Everitt,Comerica Park,"39 degrees, partly cloudy","11 mph, L to R",0
53478,1,sfn,2018-03-30,143,201800023,0,lan,7:10 PM,Mike DiMuro,John Tumpane,Mark Wegner,Jim Reynolds,Dodger Stadium,"62 degrees, cloudy","3 mph, Out to CF",0
43878,2,was,2018-03-30,189,201800024,0,cin,4:10 PM,Quinn Wolcott,Marvin Hudson,James Hoye,Jeff Kellogg,Great American Ball Park,"47 degrees, cloudy","8 mph, Varies",0
